athlete_id,t,x,y
athlete_001,102.784216,0.18,0.4091890630357929
athlete_001,103.784216,0.18,0.41157489279564785
athlete_001,104.784216,0.18,0.41396072255550276
athlete_001,105.784216,0.18,0.41634655231535767
athlete_001,106.784216,0.18,0.4187323820752126
athlete_001,107.784216,0.18,0.42111821183506754
athlete_001,108.784216,0.18,0.42350404159492244
athlete_001,109.784216,0.18,0.4258898713547774
athlete_001,110.784216,0.18,0.4282757011146323
athlete_001,111.784216,0.18,0.4306615308744872
athlete_001,112.784216,0.18,0.4330473606343421
athlete_001,113.784216,0.18,0.4354331903941971
athlete_001,114.784216,0.18,0.437819020154052
athlete_001,115.784216,0.18,0.44020484991390696
athlete_001,116.784216,0.18,0.44259067967376187
athlete_001,117.784216,0.18,0.4449765094336168
athlete_001,118.784216,0.18,0.4473623391934717
athlete_001,119.784216,0.18,0.44974816895332664
athlete_001,120.784216,0.18,0.45213399871318155
athlete_001,121.784216,0.18,0.4545198284730365
athlete_001,122.784216,0.18,0.4569056582328914
athlete_001,123.784216,0.18,0.45929148799274633
athlete_001,124.784216,0.18,0.46167731775260124
athlete_001,125.784216,0.18,0.4640631475124562
athlete_001,126.784216,0.18,0.46644897727231116
athlete_001,127.784216,0.18,0.46883480703216607
athlete_001,128.784216,0.18,0.471220636792021
athlete_001,129.784216,0.18,0.4736064665518759
athlete_001,130.784216,0.18,0.47599229631173084
athlete_001,131.784216,0.18,0.47837812607158575
athlete_001,132.784216,0.18,0.4807639558314407
athlete_001,133.784216,0.18,0.4831497855912956
athlete_001,134.784216,0.18,0.48553561535115053
athlete_001,135.784216,0.18,0.48792144511100544
athlete_001,136.784216,0.18,0.49030727487086034
athlete_001,137.784216,0.18,0.49269310463071536
athlete_001,138.784216,0.18,0.49507893439057027
athlete_001,139.784216,0.18,0.4974647641504252
athlete_001,140.784216,0.18,0.4998505939102801
athlete_001,141.784216,0.18,0.502236423670135
athlete_001,142.784216,0.18,0.50462225342999
athlete_001,143.784216,0.18,0.5070080831898449
athlete_001,144.784216,0.18,0.5093939129496998
athlete_001,145.784216,0.18,0.5117797427095547
athlete_001,146.784216,0.18,0.5141655724694096
athlete_001,147.784216,0.18,0.5165514022292645
athlete_001,148.784216,0.18,0.5189372319891195
athlete_001,149.784216,0.18,0.5213230617489744
athlete_001,150.784216,0.18,0.5237088915088294
athlete_001,151.784216,0.18,0.5260947212686843
athlete_001,152.784216,0.18,0.5284805510285392
athlete_001,153.784216,0.18,0.5308663807883941
athlete_001,154.784216,0.18,0.5332522105482491
athlete_001,155.784216,0.18,0.535638040308104
athlete_001,156.784216,0.18,0.5380238700679589
athlete_001,157.784216,0.18,0.5404096998278138
athlete_001,158.784216,0.18,0.5427955295876687
athlete_001,159.784216,0.18,0.5451813593475237
athlete_001,160.784216,0.18,0.5475671891073786
athlete_001,161.784216,0.18,0.5499530188672336
athlete_001,162.784216,0.18,0.5523388486270885
athlete_001,163.784216,0.18,0.5547246783869434
athlete_001,164.784216,0.18,0.5571105081467983
athlete_001,165.784216,0.18,0.5594963379066532
athlete_001,166.784216,0.18,0.5618821676665082
athlete_001,167.784216,0.18,0.5642679974263631
athlete_001,168.784216,0.18,0.566653827186218
athlete_001,169.784216,0.18,0.569039656946073
athlete_001,170.784216,0.18,0.5714254867059279
athlete_001,171.784216,0.18,0.5738113164657828
athlete_001,172.784216,0.18,0.5761971462256378
athlete_001,173.784216,0.18,0.5785829759854927
athlete_001,174.784216,0.18,0.5809688057453476
athlete_001,175.784216,0.18,0.5833546355052025
athlete_001,176.784216,0.18,0.5857404652650575
athlete_001,177.784216,0.18,0.5881262950249124
athlete_001,178.784216,0.18,0.5905121247847673
athlete_001,179.784216,0.18,0.5928979545446222
athlete_001,180.784216,0.18,0.5952837843044771
athlete_001,181.784216,0.18,0.597669614064332
athlete_001,182.784216,0.18,0.600055443824187
athlete_001,183.784216,0.18,0.6024412735840419
athlete_001,184.784216,0.18,0.6048271033438968
athlete_001,185.784216,0.18,0.6072129331037517
athlete_001,186.784216,0.18,0.6095987628636067
athlete_001,187.784216,0.18,0.6119845926234617
athlete_001,188.784216,0.18,0.6143704223833166
athlete_001,189.784216,0.18,0.6167562521431715
athlete_001,190.784216,0.18,0.6191420819030264
athlete_001,191.784216,0.18,0.6215279116628813
athlete_001,192.784216,0.18,0.6239137414227363
athlete_001,193.784216,0.18,0.6262995711825912
athlete_001,194.784216,0.18,0.6286854009424461
athlete_001,195.784216,0.18,0.631071230702301
athlete_001,196.784216,0.18,0.633457060462156
athlete_001,197.784216,0.18,0.6358428902220109
athlete_001,198.784216,0.18,0.6382287199818658
athlete_001,199.784216,0.18,0.6406145497417207
athlete_001,200.784216,0.18,0.6430003795015757
athlete_001,201.784216,0.18,0.6453862092614306
athlete_001,202.784216,0.18,0.6477720390212856
athlete_001,203.784216,0.18,0.6501578687811405
athlete_001,204.784216,0.18,0.6525436985409954
athlete_001,205.784216,0.18,0.6549295283008503
athlete_001,206.784216,0.18,0.6573153580607052
athlete_001,207.784216,0.18,0.6597011878205602
athlete_001,208.784216,0.18,0.6620870175804151
athlete_001,209.784216,0.18,0.66447284734027
athlete_001,210.784216,0.18,0.6668586771001249
athlete_001,211.784216,0.18,0.6692445068599799
athlete_001,212.784216,0.18,0.6716303366198348
athlete_001,213.784216,0.18,0.6740161663796898
athlete_001,214.784216,0.18,0.6764019961395447
athlete_001,215.784216,0.18,0.6787878258993996
athlete_001,216.784216,0.18,0.6811736556592545
athlete_001,217.784216,0.18,0.6835594854191094
athlete_001,218.784216,0.18,0.6859453151789643
athlete_001,219.784216,0.18,0.6883311449388192
athlete_001,220.784216,0.18,0.6907169746986742
athlete_001,221.784216,0.18,0.6931028044585292
athlete_001,222.784216,0.18,0.6954886342183841
athlete_001,223.784216,0.18,0.697874463978239
athlete_001,224.784216,0.18,0.700260293738094
athlete_001,225.784216,0.18,0.7026461234979489
athlete_001,226.784216,0.18,0.7050319532578038
athlete_001,227.784216,0.18,0.7074177830176587
athlete_001,228.784216,0.18,0.7098036127775136
athlete_001,229.784216,0.18,0.7121894425373685
athlete_001,230.784216,0.18,0.7145752722972234
athlete_001,231.784216,0.18,0.7169611020570784
athlete_001,232.784216,0.18,0.7193469318169333
athlete_001,233.057944,0.18,0.72
athlete_001,234.057944,0.18,0.7086155583543449
athlete_001,235.057944,0.18,0.6972311167086899
athlete_001,236.057944,0.18,0.6858466750630348
athlete_001,237.057944,0.18,0.6744622334173798
athlete_001,238.057944,0.18,0.6630777917717247
athlete_001,239.057944,0.18,0.6516933501260695
athlete_001,240.057944,0.18,0.6403089084804146
athlete_001,241.057944,0.18,0.6289244668347594
athlete_001,242.057944,0.18,0.6175400251891043
athlete_001,243.057944,0.18,0.6061555835434493
athlete_001,244.057944,0.18,0.5947711418977942
athlete_001,245.057944,0.18,0.5833867002521392
athlete_001,246.057944,0.18,0.5720022586064841
athlete_001,247.057944,0.18,0.5606178169608291
athlete_001,248.057944,0.18,0.549233375315174
athlete_001,249.057944,0.18,0.5378489336695189
athlete_001,250.057944,0.18,0.5264644920238639
athlete_001,251.057944,0.18,0.5150800503782088
athlete_001,252.057944,0.18,0.5036956087325537
athlete_001,253.057944,0.18,0.4923111670868987
athlete_001,254.057944,0.18,0.4809267254412436
athlete_001,255.057944,0.18,0.46954228379558854
athlete_001,256.057944,0.18,0.4581578421499335
athlete_001,257.057944,0.18,0.44677340050427844
athlete_001,258.057944,0.18,0.4353889588586234
athlete_001,259.057944,0.18,0.4240045172129683
athlete_001,260.057944,0.18,0.4126200755673132
athlete_001,261.057944,0.18,0.4012356339216582
athlete_001,262.057944,0.18,0.3898511922760031
athlete_001,263.057944,0.18,0.37846675063034807
athlete_001,264.057944,0.18,0.36708230898469296
athlete_001,265.057944,0.18,0.3556978673390379
athlete_001,266.057944,0.18,0.34431342569338286
athlete_001,267.057944,0.18,0.3329289840477278
athlete_001,268.057944,0.18,0.32154454240207275
athlete_001,269.057944,0.18,0.31016010075641764
athlete_001,270.057944,0.18,0.2987756591107626
athlete_001,271.057944,0.18,0.28739121746510754
athlete_001,272.057944,0.18,0.2760067758194525
athlete_001,273.057944,0.18,0.26462233417379744
athlete_001,274.057944,0.18,0.2532378925281423
athlete_001,275.057944,0.18,0.24185345088248728
athlete_001,276.057944,0.18,0.23046900923683222
athlete_001,277.057944,0.18091543240882285,0.22
athlete_001,278.057944,0.19229987405447785,0.22
athlete_001,279.057944,0.20368431570013296,0.22
athlete_001,280.057944,0.21506875734578795,0.22
athlete_001,281.057944,0.22645319899144306,0.22
athlete_001,282.057944,0.23783764063709817,0.22
athlete_001,283.057944,0.24922208228275317,0.22
athlete_001,284.057944,0.2606065239284083,0.22
athlete_001,285.057944,0.2719909655740634,0.22
athlete_001,286.057944,0.2833754072197184,0.22
athlete_001,287.057944,0.2947598488653735,0.22
athlete_001,288.057944,0.3061442905110285,0.22
athlete_001,289.057944,0.3175287321566836,0.22
athlete_001,290.057944,0.3289131738023387,0.22
athlete_001,291.057944,0.3402976154479937,0.22
athlete_001,292.057944,0.3516820570936488,0.22
athlete_001,293.057944,0.3630664987393038,0.22
athlete_001,294.057944,0.3744509403849589,0.22
athlete_001,295.057944,0.385835382030614,0.22
athlete_001,296.057944,0.397219823676269,0.22
athlete_001,297.057944,0.4086042653219241,0.22
athlete_001,298.057944,0.4199887069675791,0.22
athlete_001,299.057944,0.4313731486132342,0.22
athlete_001,300.057944,0.44275759025888933,0.22
athlete_001,301.057944,0.45414203190454433,0.22
athlete_001,302.057944,0.46552647355019944,0.22
athlete_001,303.057944,0.47691091519585443,0.22
athlete_001,304.057944,0.48829535684150954,0.22
athlete_001,305.057944,0.49967979848716465,0.22
athlete_001,306.057944,0.5110642401328196,0.22
athlete_001,307.057944,0.5224486817784748,0.22
athlete_001,308.057944,0.5338331234241298,0.22
athlete_001,309.057944,0.5452175650697848,0.22
athlete_001,310.057944,0.55660200671544,0.22
athlete_001,311.057944,0.567986448361095,0.22
athlete_001,312.057944,0.57937089000675,0.22
athlete_001,313.057944,0.590755331652405,0.22
athlete_001,314.057944,0.6021397732980602,0.22
athlete_001,315.057944,0.6135242149437152,0.22
athlete_001,316.057944,0.6249086565893702,0.22
athlete_001,317.057944,0.6362930982350254,0.22
athlete_001,318.057944,0.64,0.21232246011931946
athlete_001,319.057944,0.64,0.20093801847366446
athlete_001,320.057944,0.64,0.18955357682800936
athlete_001,320.897123,0.64,0.17999999999999997
athlete_001,321.897123,0.736939120578729,0.18
athlete_001,322.897123,0.8338782411574579,0.18
athlete_001,323.897123,0.92,0.19081736173618685
athlete_001,324.897123,0.92,0.2877564823149158
athlete_001,325.897123,0.92,0.3846956028936448
athlete_001,326.897123,0.92,0.48163472347237374
athlete_001,327.897123,0.92,0.5785738440511026
athlete_001,328.897123,0.92,0.6755129646298317
athlete_001,329.897123,0.92,0.7724520852085606
athlete_001,330.897123,0.8706087942127103,0.82
athlete_001,331.897123,0.7736696736339813,0.82
athlete_001,332.897123,0.6767305530552524,0.82
athlete_001,333.897123,0.5797914324765235,0.82
athlete_001,334.897123,0.4828523118977947,0.82
athlete_001,335.897123,0.38591319131906554,0.82
athlete_001,336.897123,0.28897407074033665,0.82
athlete_001,337.897123,0.19203495016160754,0.82
athlete_001,338.897123,0.09509582958287865,0.82
athlete_001,339.897123,0.08,0.7381567090041498
athlete_001,340.897123,0.08,0.6412175884254206
athlete_001,341.897123,0.08,0.5442784678466918
athlete_001,342.897123,0.08,0.44733934726796265
athlete_001,343.897123,0.08,0.350400226689234
athlete_001,344.897123,0.08,0.2534611061105049
athlete_001,345.897123,0.10347801446822429,0.18
athlete_001,346.897123,0.20041713504695297,0.18
athlete_001,347.897123,0.2973562556256821,0.18
athlete_001,348.897123,0.39429537620441074,0.18
athlete_001,349.897123,0.49123449678313985,0.18
athlete_001,350.897123,0.5881736173618689,0.18
athlete_001,351.897123,0.685112737940598,0.18
athlete_001,352.897123,0.7820518585193267,0.18
athlete_001,353.897123,0.8789909790980558,0.18
athlete_001,354.897123,0.92,0.23593009967678463
athlete_001,355.897123,0.92,0.3328692202555133
athlete_001,356.897123,0.92,0.4298083408342424
athlete_001,357.897123,0.92,0.5267474614129715
athlete_001,358.897123,0.92,0.6236865819917001
athlete_001,359.897123,0.92,0.7206257025704292
athlete_001,360.897123,0.92,0.8175648231491583
athlete_001,361.897123,0.8254960562721126,0.82
athlete_001,362.897123,0.7285569356933835,0.82
athlete_001,363.897123,0.6316178151146544,0.82
athlete_001,364.897123,0.5346786945359253,0.82
athlete_001,365.897123,0.43773957395719615,0.82
athlete_001,366.897123,0.340800453378468,0.82
athlete_001,367.897123,0.24386133279973887,0.82
athlete_001,368.897123,0.14692221222100976,0.82
athlete_001,369.897123,0.08,0.7899830916422804
athlete_001,370.897123,0.08,0.6930439710635513
athlete_001,371.897123,0.08,0.5961048504848231
athlete_001,372.897123,0.08,0.499165729906094
athlete_001,373.897123,0.08,0.4022266093273649
athlete_001,374.897123,0.08,0.30528748874863576
athlete_001,375.897123,0.08,0.20834836816990665
athlete_001,376.897123,0.14859075240882186,0.18
athlete_001,377.897123,0.2455298729875518,0.18
athlete_001,378.897123,0.3424689935662801,0.18
athlete_001,379.897123,0.4394081141450092,0.18
athlete_001,380.897123,0.5363472347237382,0.18
athlete_001,381.897123,0.6332863553024674,0.18
athlete_001,382.897123,0.730225475881196,0.18
athlete_001,383.897123,0.8271645964599242,0.18
athlete_001,384.897123,0.92,0.18410371703865308
athlete_001,385.897123,0.92,0.2810428376173822
athlete_001,386.897123,0.92,0.3779819581961113
athlete_001,387.897123,0.92,0.4749210787748404
athlete_001,388.897123,0.92,0.5718601993535695
athlete_001,389.897123,0.92,0.6687993199322977
athlete_001,390.897123,0.92,0.7657384405110268
athlete_001,391.897123,0.8773224389102438,0.82
athlete_001,392.897123,0.7803833183315146,0.82
athlete_001,393.897123,0.6834441977527855,0.82
athlete_001,394.897123,0.5865050771740564,0.82
athlete_001,395.897123,0.48956595659532826,0.82
athlete_001,396.897123,0.3926268360165991,0.82
athlete_001,397.897123,0.29568771543787,0.82
athlete_001,398.897123,0.19874859485914087,0.82
athlete_001,399.897123,0.10180947428041176,0.82
athlete_001,400.897123,0.08,0.7448703537016824
athlete_001,401.897123,0.08,0.6479312331229542
athlete_001,402.897123,0.08,0.5509921125442251
athlete_001,403.897123,0.08,0.4540529919654951
athlete_001,404.897123,0.08,0.35711387138676687
athlete_001,405.897123,0.08,0.26017475080803687
athlete_001,406.897123,0.09676436977069074,0.18
athlete_001,407.897123,0.19370349034941897,0.18
athlete_001,408.897123,0.29064261092814897,0.18
athlete_001,408.993651,0.30000000000000066,0.18
athlete_001,409.993651,0.3,0.18377863601612268
athlete_001,410.993651,0.3,0.18755727203224537
athlete_001,411.993651,0.3,0.19133590804836806
athlete_001,412.993651,0.3,0.19511454406449075
athlete_001,413.993651,0.3,0.19889318008061344
athlete_001,414.993651,0.3,0.20267181609673612
athlete_001,415.993651,0.3,0.20645045211285884
athlete_001,416.993651,0.3,0.2102290881289815
athlete_001,417.993651,0.3,0.21400772414510422
athlete_001,418.993651,0.3,0.21778636016122688
athlete_001,419.993651,0.2984350038226504,0.22
athlete_001,420.993651,0.2946563678065277,0.22
athlete_001,421.993651,0.29087773179040505,0.22
athlete_001,422.993651,0.28709909577428233,0.22
athlete_001,423.993651,0.28332045975815967,0.22
athlete_001,424.993651,0.27954182374203695,0.22
athlete_001,425.993651,0.2757631877259143,0.22
athlete_001,426.993651,0.2719845517097916,0.22
athlete_001,427.993651,0.2682059156936689,0.22
athlete_001,428.993651,0.2644272796775462,0.22
athlete_001,429.993651,0.2606486436614235,0.22
athlete_001,430.993651,0.26,0.2231299923546992
athlete_001,431.993651,0.26,0.22690862837082187
athlete_001,432.993651,0.26,0.2306872643869446
athlete_001,433.993651,0.26,0.23446590040306725
athlete_001,434.993651,0.26,0.23824453641918997
athlete_001,435.993651,0.26,0.24202317243531263
athlete_001,436.993651,0.26,0.24580180845143534
athlete_001,437.993651,0.26,0.249580444467558
athlete_001,438.993651,0.26,0.2533590804836807
athlete_001,439.993651,0.26,0.2571377164998034
athlete_001,440.993651,0.26,0.2609163525159261
athlete_001,441.993651,0.26,0.26469498853204876
athlete_001,442.993651,0.26,0.2684736245481715
athlete_001,443.993651,0.26,0.2722522605642942
athlete_001,444.993651,0.26,0.27603089658041685
athlete_001,445.993651,0.26,0.2798095325965395
athlete_001,446.993651,0.26,0.28358816861266223
athlete_001,447.993651,0.26,0.28736680462878494
athlete_001,448.993651,0.26,0.2911454406449076
athlete_001,449.993651,0.26,0.29492407666103027
athlete_001,450.993651,0.26,0.298702712677153
athlete_001,451.993651,0.26,0.3024813486932757
athlete_001,452.993651,0.26,0.3062599847093984
athlete_001,453.993651,0.26,0.310038620725521
athlete_001,454.993651,0.26,0.31381725674164374
athlete_001,455.993651,0.26,0.31759589275776645
athlete_001,456.993651,0.26,0.32137452877388917
athlete_001,457.993651,0.26,0.32515316479001183
athlete_001,458.993651,0.26,0.3289318008061345
athlete_001,459.993651,0.26,0.3327104368222572
athlete_001,460.993651,0.26,0.3364890728383799
athlete_001,461.922803,0.26,0.34
athlete_001,462.922803,0.26,0.34305935464697573
athlete_001,463.922803,0.26,0.3461187092939515
athlete_001,464.922803,0.26,0.3491780639409272
athlete_001,465.922803,0.26,0.352237418587903
athlete_001,466.922803,0.26,0.3552967732348787
athlete_001,467.922803,0.26,0.3583561278818544
athlete_001,468.922803,0.26,0.36141548252883016
athlete_001,469.922803,0.26,0.36447483717580587
athlete_001,470.922803,0.26,0.36753419182278163
athlete_001,471.922803,0.26,0.37059354646975734
athlete_001,472.922803,0.26,0.3736529011167331
athlete_001,473.922803,0.26,0.3767122557637088
athlete_001,474.922803,0.26,0.3797716104106845
athlete_001,475.922803,0.26,0.3828309650576603
athlete_001,476.922803,0.26,0.385890319704636
athlete_001,477.922803,0.26,0.38894967435161176
athlete_001,478.922803,0.26,0.39200902899858747
athlete_001,479.922803,0.26,0.3950683836455632
athlete_001,480.922803,0.26,0.39812773829253895
athlete_001,481.922803,0.26,0.40118709293951466
athlete_001,482.922803,0.26,0.4042464475864904
athlete_001,483.922803,0.26,0.40730580223346613
athlete_001,484.922803,0.26,0.41036515688044184
athlete_001,485.922803,0.26,0.4134245115274176
athlete_001,486.922803,0.26,0.4164838661743933
athlete_001,487.922803,0.26,0.4195432208213691
athlete_001,488.922803,0.26,0.4226025754683448
athlete_001,489.922803,0.26,0.4256619301153205
athlete_001,490.922803,0.26,0.42872128476229626
athlete_001,491.922803,0.26,0.43178063940927197
athlete_001,492.922803,0.26,0.43483999405624774
athlete_001,493.922803,0.26,0.43789934870322345
athlete_001,494.922803,0.26,0.44095870335019915
athlete_001,495.922803,0.26,0.4440180579971749
athlete_001,496.922803,0.26,0.44707741264415063
athlete_001,497.922803,0.26,0.4501367672911264
athlete_001,498.922803,0.26,0.4531961219381021
athlete_001,499.922803,0.26,0.4562554765850778
athlete_001,500.922803,0.26,0.4593148312320535
athlete_001,501.922803,0.26,0.4623741858790293
athlete_001,502.922803,0.26,0.46543354052600505
athlete_001,503.922803,0.26,0.46849289517298076
athlete_001,504.922803,0.26,0.47155224981995647
athlete_001,505.922803,0.26,0.47461160446693224
athlete_001,506.922803,0.26,0.47767095911390794
athlete_001,507.922803,0.26,0.4807303137608837
athlete_001,508.922803,0.26,0.4837896684078594
athlete_001,509.922803,0.26,0.48684902305483513
athlete_001,510.922803,0.26,0.4899083777018109
athlete_001,511.922803,0.26,0.4929677323487866
athlete_001,512.922803,0.26,0.49602708699576237
athlete_001,513.922803,0.26,0.4990864416427381
athlete_001,514.922803,0.26,0.5021457962897138
athlete_001,515.922803,0.26,0.5052051509366895
athlete_001,516.922803,0.26,0.5082645055836652
athlete_001,517.922803,0.26,0.511323860230641
athlete_001,518.922803,0.26,0.5143832148776167
athlete_001,519.922803,0.26,0.5174425695245924
athlete_001,520.922803,0.26,0.5205019241715683
athlete_001,521.922803,0.26,0.523561278818544
athlete_001,522.922803,0.26,0.5266206334655197
athlete_001,523.922803,0.26,0.5296799881124954
athlete_001,524.922803,0.26,0.5327393427594711
athlete_001,525.922803,0.26,0.5357986974064468
athlete_001,526.922803,0.26,0.5388580520534226
athlete_001,527.922803,0.26,0.5419174067003983
athlete_001,528.922803,0.26,0.544976761347374
athlete_001,529.922803,0.26,0.5480361159943498
athlete_001,530.922803,0.26,0.5510954706413255
athlete_001,531.922803,0.26,0.5541548252883013
athlete_001,532.922803,0.26,0.557214179935277
athlete_001,533.922803,0.26,0.5602735345822527
athlete_001,534.922803,0.26,0.5633328892292284
athlete_001,535.922803,0.26,0.5663922438762041
athlete_001,536.922803,0.26,0.56945159852318
athlete_001,537.922803,0.26,0.5725109531701557
athlete_001,538.922803,0.26,0.5755703078171314
athlete_001,539.922803,0.26,0.5786296624641071
athlete_001,540.922803,0.26,0.5816890171110829
athlete_001,541.922803,0.26,0.5847483717580586
athlete_001,542.922803,0.26,0.5878077264050343
athlete_001,543.922803,0.26,0.59086708105201
athlete_001,544.922803,0.26,0.5939264356989857
athlete_001,545.922803,0.26,0.5969857903459614
athlete_001,546.922803,0.26,0.6000451449929372
athlete_001,547.922803,0.26,0.6031044996399129
athlete_001,548.922803,0.26,0.6061638542868887
athlete_001,549.922803,0.26,0.6092232089338645
athlete_001,550.922803,0.26,0.6122825635808402
athlete_001,551.922803,0.26,0.6153419182278159
athlete_001,552.922803,0.26,0.6184012728747916
athlete_001,553.922803,0.26,0.6214606275217673
athlete_001,554.922803,0.26,0.624519982168743
athlete_001,555.922803,0.26,0.6275793368157188
athlete_001,556.922803,0.26,0.6306386914626945
athlete_001,557.922803,0.26,0.6336980461096703
athlete_001,558.922803,0.26,0.636757400756646
athlete_001,559.922803,0.26,0.6398167554036218
athlete_001,560.922803,0.26,0.6428761100505975
athlete_001,561.922803,0.26,0.6459354646975732
athlete_001,562.922803,0.26,0.648994819344549
athlete_001,563.922803,0.26,0.6520541739915247
athlete_001,564.922803,0.26,0.6551135286385004
athlete_001,565.922803,0.26,0.6581728832854761
athlete_001,566.922803,0.26,0.6612322379324519
athlete_001,567.922803,0.26,0.6642915925794276
athlete_001,568.922803,0.26,0.6673509472264033
athlete_001,569.922803,0.26,0.6704103018733791
athlete_001,570.922803,0.26,0.6734696565203548
athlete_001,571.922803,0.26,0.6765290111673306
athlete_001,572.922803,0.26,0.6795883658143063
athlete_001,573.922803,0.26,0.682647720461282
athlete_001,574.922803,0.26,0.6857070751082577
athlete_001,575.922803,0.26,0.6887664297552334
athlete_001,576.922803,0.26,0.6918257844022092
athlete_001,577.922803,0.26,0.6948851390491849
athlete_001,578.922803,0.26,0.6979444936961606
athlete_001,579.922803,0.26,0.7010038483431364
athlete_001,580.922803,0.26,0.7040632029901122
athlete_001,581.922803,0.26,0.7071225576370879
